HourDK,PriceArea,FuelAllocationMethod,CO2PerkWh
2023-07-14T00:00:00,DK1,125%,66.484574
2023-07-14T00:00:00,DK2,125%,23.688008
2023-07-13T23:00:00,DK1,125%,121.208669
2023-07-13T23:00:00,DK2,125%,22.746871
2023-07-13T22:00:00,DK1,125%,145.673884
2023-07-13T22:00:00,DK2,125%,23.145477
2023-07-13T21:00:00,DK1,125%,146.661476
2023-07-13T21:00:00,DK2,125%,23.357452
2023-07-13T20:00:00,DK1,125%,117.567667
2023-07-13T20:00:00,DK2,125%,29.455915
2023-07-13T19:00:00,DK1,125%,65.913149
2023-07-13T19:00:00,DK2,125%,24.580932
2023-07-13T18:00:00,DK1,125%,60.065913
2023-07-13T18:00:00,DK2,125%,23.961934
2023-07-13T17:00:00,DK1,125%,44.315437
2023-07-13T17:00:00,DK2,125%,26.015116
2023-07-13T16:00:00,DK1,125%,50.726082
2023-07-13T16:00:00,DK2,125%,23.934642
2023-07-13T15:00:00,DK1,125%,54.436611
2023-07-13T15:00:00,DK2,125%,22.753073
2023-07-13T14:00:00,DK1,125%,92.867594
2023-07-13T14:00:00,DK2,125%,25.627142
2023-07-13T13:00:00,DK1,125%,78.337185
2023-07-13T13:00:00,DK2,125%,22.179301
2023-07-13T12:00:00,DK1,125%,61.677873
2023-07-13T12:00:00,DK2,125%,22.883659
2023-07-13T11:00:00,DK1,125%,60.164475
2023-07-13T11:00:00,DK2,125%,22.167365
2023-07-13T10:00:00,DK1,125%,45.911283
2023-07-13T10:00:00,DK2,125%,25.521649
2023-07-13T09:00:00,DK1,125%,50.830408
2023-07-13T09:00:00,DK2,125%,27.89332
2023-07-13T08:00:00,DK1,125%,53.269041
2023-07-13T08:00:00,DK2,125%,25.019124
2023-07-13T07:00:00,DK1,125%,66.709814
2023-07-13T07:00:00,DK2,125%,27.304298
2023-07-13T06:00:00,DK1,125%,76.346946
2023-07-13T06:00:00,DK2,125%,30.729488
2023-07-13T05:00:00,DK1,125%,74.879414
2023-07-13T05:00:00,DK2,125%,35.458324
2023-07-13T04:00:00,DK1,125%,75.442349
2023-07-13T04:00:00,DK2,125%,36.73361
2023-07-13T03:00:00,DK1,125%,55.878717
2023-07-13T03:00:00,DK2,125%,33.872351
2023-07-13T02:00:00,DK1,125%,71.453389
2023-07-13T02:00:00,DK2,125%,37.519421
2023-07-13T01:00:00,DK1,125%,92.088099
2023-07-13T01:00:00,DK2,125%,43.111834
2023-07-13T00:00:00,DK1,125%,93.988277
2023-07-13T00:00:00,DK2,125%,50.653336
2023-07-12T23:00:00,DK1,125%,46.622507
2023-07-12T23:00:00,DK2,125%,34.121669
2023-07-12T22:00:00,DK1,125%,103.52572
2023-07-12T22:00:00,DK2,125%,39.164778
2023-07-12T21:00:00,DK1,125%,109.250696
2023-07-12T21:00:00,DK2,125%,48.940883
2023-07-12T20:00:00,DK1,125%,103.246339
2023-07-12T20:00:00,DK2,125%,49.299601
2023-07-12T19:00:00,DK1,125%,51.237834
2023-07-12T19:00:00,DK2,125%,30.114084
2023-07-12T18:00:00,DK1,125%,45.11705
2023-07-12T18:00:00,DK2,125%,23.944781
2023-07-12T17:00:00,DK1,125%,45.668799
2023-07-12T17:00:00,DK2,125%,23.207117
2023-07-12T16:00:00,DK1,125%,41.18958
2023-07-12T16:00:00,DK2,125%,22.573709
2023-07-12T15:00:00,DK1,125%,62.082156
2023-07-12T15:00:00,DK2,125%,26.214543
2023-07-12T14:00:00,DK1,125%,79.527982
2023-07-12T14:00:00,DK2,125%,34.694632
2023-07-12T13:00:00,DK1,125%,77.40366
2023-07-12T13:00:00,DK2,125%,45.379174
2023-07-12T12:00:00,DK1,125%,66.281004
2023-07-12T12:00:00,DK2,125%,42.696996
2023-07-12T11:00:00,DK1,125%,92.165166
2023-07-12T11:00:00,DK2,125%,41.674348
2023-07-12T10:00:00,DK1,125%,121.05793
2023-07-12T10:00:00,DK2,125%,55.79928
2023-07-12T09:00:00,DK1,125%,93.10726
2023-07-12T09:00:00,DK2,125%,56.430499
2023-07-12T08:00:00,DK1,125%,86.135318
2023-07-12T08:00:00,DK2,125%,49.258886
2023-07-12T07:00:00,DK1,125%,130.388863
2023-07-12T07:00:00,DK2,125%,45.330956
2023-07-12T06:00:00,DK1,125%,123.911065
2023-07-12T06:00:00,DK2,125%,36.897489
2023-07-12T05:00:00,DK1,125%,107.548766
2023-07-12T05:00:00,DK2,125%,32.951611
2023-07-12T04:00:00,DK1,125%,90.327201
2023-07-12T04:00:00,DK2,125%,29.665497
2023-07-12T03:00:00,DK1,125%,77.254506
2023-07-12T03:00:00,DK2,125%,29.522298
2023-07-12T02:00:00,DK1,125%,68.658269
2023-07-12T02:00:00,DK2,125%,28.476033
2023-07-12T01:00:00,DK1,125%,105.860357
2023-07-12T01:00:00,DK2,125%,28.614179
2023-07-12T00:00:00,DK1,125%,101.797752
2023-07-12T00:00:00,DK2,125%,28.169113
2023-07-11T23:00:00,DK1,125%,101.594562
2023-07-11T23:00:00,DK2,125%,26.706671
2023-07-11T22:00:00,DK1,125%,77.397898
2023-07-11T22:00:00,DK2,125%,27.537129
2023-07-11T21:00:00,DK1,125%,69.632137
2023-07-11T21:00:00,DK2,125%,26.97093
2023-07-11T20:00:00,DK1,125%,53.651948
2023-07-11T20:00:00,DK2,125%,28.646409
2023-07-11T19:00:00,DK1,125%,42.316951
2023-07-11T19:00:00,DK2,125%,30.388448
2023-07-11T18:00:00,DK1,125%,40.988985
2023-07-11T18:00:00,DK2,125%,30.963896
2023-07-11T17:00:00,DK1,125%,40.05447
2023-07-11T17:00:00,DK2,125%,34.455762
2023-07-11T16:00:00,DK1,125%,42.16404
2023-07-11T16:00:00,DK2,125%,37.554549
2023-07-11T15:00:00,DK1,125%,45.847766
2023-07-11T15:00:00,DK2,125%,39.14677
2023-07-11T14:00:00,DK1,125%,102.781014
2023-07-11T14:00:00,DK2,125%,59.344557
2023-07-11T13:00:00,DK1,125%,133.567383
2023-07-11T13:00:00,DK2,125%,69.328056
2023-07-11T12:00:00,DK1,125%,103.565312
2023-07-11T12:00:00,DK2,125%,51.799038
2023-07-11T11:00:00,DK1,125%,59.831735
2023-07-11T11:00:00,DK2,125%,43.444614
2023-07-11T10:00:00,DK1,125%,42.774295
2023-07-11T10:00:00,DK2,125%,41.128339
2023-07-11T09:00:00,DK1,125%,63.740144
2023-07-11T09:00:00,DK2,125%,43.264078
2023-07-11T08:00:00,DK1,125%,119.567186
2023-07-11T08:00:00,DK2,125%,47.602525
2023-07-11T07:00:00,DK1,125%,117.440575
2023-07-11T07:00:00,DK2,125%,44.153546
2023-07-11T06:00:00,DK1,125%,132.173094
2023-07-11T06:00:00,DK2,125%,45.074672
2023-07-11T05:00:00,DK1,125%,140.583983
2023-07-11T05:00:00,DK2,125%,45.30569
2023-07-11T04:00:00,DK1,125%,159.317765
2023-07-11T04:00:00,DK2,125%,43.927488
2023-07-11T03:00:00,DK1,125%,167.682839
2023-07-11T03:00:00,DK2,125%,43.396814
2023-07-11T02:00:00,DK1,125%,173.34247
2023-07-11T02:00:00,DK2,125%,41.036281
2023-07-11T01:00:00,DK1,125%,183.49669
2023-07-11T01:00:00,DK2,125%,40.442449
2023-07-11T00:00:00,DK1,125%,106.63031
2023-07-11T00:00:00,DK2,125%,40.0881
2023-07-10T23:00:00,DK1,125%,178.219814
2023-07-10T23:00:00,DK2,125%,50.349673
2023-07-10T22:00:00,DK1,125%,158.104518
2023-07-10T22:00:00,DK2,125%,39.877684
2023-07-10T21:00:00,DK1,125%,145.538672
2023-07-10T21:00:00,DK2,125%,40.217024
2023-07-10T20:00:00,DK1,125%,168.994856
2023-07-10T20:00:00,DK2,125%,46.031768
2023-07-10T19:00:00,DK1,125%,136.571925
2023-07-10T19:00:00,DK2,125%,47.618606
2023-07-10T18:00:00,DK1,125%,105.288512
2023-07-10T18:00:00,DK2,125%,40.412592
2023-07-10T17:00:00,DK1,125%,48.422745
2023-07-10T17:00:00,DK2,125%,37.675532
2023-07-10T16:00:00,DK1,125%,48.975701
2023-07-10T16:00:00,DK2,125%,40.926595
2023-07-10T15:00:00,DK1,125%,54.160291
2023-07-10T15:00:00,DK2,125%,44.891278
2023-07-10T14:00:00,DK1,125%,123.789479
2023-07-10T14:00:00,DK2,125%,58.011267
2023-07-10T13:00:00,DK1,125%,133.210696
2023-07-10T13:00:00,DK2,125%,52.478904
2023-07-10T12:00:00,DK1,125%,159.803664
2023-07-10T12:00:00,DK2,125%,52.428111
2023-07-10T11:00:00,DK1,125%,161.914802
2023-07-10T11:00:00,DK2,125%,57.723907
2023-07-10T10:00:00,DK1,125%,170.711999
2023-07-10T10:00:00,DK2,125%,54.690427
2023-07-10T09:00:00,DK1,125%,151.020165
2023-07-10T09:00:00,DK2,125%,47.690454
2023-07-10T08:00:00,DK1,125%,155.324278
2023-07-10T08:00:00,DK2,125%,40.878532
2023-07-10T07:00:00,DK1,125%,171.370411
2023-07-10T07:00:00,DK2,125%,45.158381
2023-07-10T06:00:00,DK1,125%,165.837805
2023-07-10T06:00:00,DK2,125%,44.806704
2023-07-10T05:00:00,DK1,125%,166.729821
2023-07-10T05:00:00,DK2,125%,42.041231
2023-07-10T04:00:00,DK1,125%,96.015912
2023-07-10T04:00:00,DK2,125%,43.317587
2023-07-10T03:00:00,DK1,125%,85.464431
2023-07-10T03:00:00,DK2,125%,42.039605
2023-07-10T02:00:00,DK1,125%,107.314835
2023-07-10T02:00:00,DK2,125%,45.187751
2023-07-10T01:00:00,DK1,125%,89.407467
2023-07-10T01:00:00,DK2,125%,39.653736
2023-07-10T00:00:00,DK1,125%,92.833085
2023-07-10T00:00:00,DK2,125%,44.910386
2023-07-09T23:00:00,DK1,125%,83.168695
2023-07-09T23:00:00,DK2,125%,40.755417
2023-07-09T22:00:00,DK1,125%,74.376244
2023-07-09T22:00:00,DK2,125%,47.743977
2023-07-09T21:00:00,DK1,125%,103.311113
2023-07-09T21:00:00,DK2,125%,55.352882
2023-07-09T20:00:00,DK1,125%,159.79306
2023-07-09T20:00:00,DK2,125%,59.372203
2023-07-09T19:00:00,DK1,125%,148.837722
2023-07-09T19:00:00,DK2,125%,56.515483
2023-07-09T18:00:00,DK1,125%,124.936039
2023-07-09T18:00:00,DK2,125%,47.894861
2023-07-09T17:00:00,DK1,125%,42.252821
2023-07-09T17:00:00,DK2,125%,40.534051
2023-07-09T16:00:00,DK1,125%,53.274577
2023-07-09T16:00:00,DK2,125%,41.49306
2023-07-09T15:00:00,DK1,125%,57.301759
2023-07-09T15:00:00,DK2,125%,39.978037
2023-07-09T14:00:00,DK1,125%,56.91433
2023-07-09T14:00:00,DK2,125%,42.51802
2023-07-09T13:00:00,DK1,125%,97.002061
2023-07-09T13:00:00,DK2,125%,44.132857
2023-07-09T12:00:00,DK1,125%,60.482809
2023-07-09T12:00:00,DK2,125%,42.586451
2023-07-09T11:00:00,DK1,125%,94.493453
2023-07-09T11:00:00,DK2,125%,49.269899
2023-07-09T10:00:00,DK1,125%,75.086278
2023-07-09T10:00:00,DK2,125%,43.046419
2023-07-09T09:00:00,DK1,125%,97.515501
2023-07-09T09:00:00,DK2,125%,45.036184
2023-07-09T08:00:00,DK1,125%,51.132492
2023-07-09T08:00:00,DK2,125%,44.929951
2023-07-09T07:00:00,DK1,125%,70.410274
2023-07-09T07:00:00,DK2,125%,46.442881
2023-07-09T06:00:00,DK1,125%,81.718722
2023-07-09T06:00:00,DK2,125%,51.256767
2023-07-09T05:00:00,DK1,125%,86.90909
2023-07-09T05:00:00,DK2,125%,51.621726
2023-07-09T04:00:00,DK1,125%,94.246113
2023-07-09T04:00:00,DK2,125%,49.634192
2023-07-09T03:00:00,DK1,125%,82.291307
2023-07-09T03:00:00,DK2,125%,47.286614
2023-07-09T02:00:00,DK1,125%,83.649843
2023-07-09T02:00:00,DK2,125%,49.764955
2023-07-09T01:00:00,DK1,125%,78.023661
2023-07-09T01:00:00,DK2,125%,54.347113
2023-07-09T00:00:00,DK1,125%,76.82627
2023-07-09T00:00:00,DK2,125%,47.080358
2023-07-08T23:00:00,DK1,125%,86.685644
2023-07-08T23:00:00,DK2,125%,45.023637
2023-07-08T22:00:00,DK1,125%,82.249926
2023-07-08T22:00:00,DK2,125%,46.312797
2023-07-08T21:00:00,DK1,125%,84.58938
2023-07-08T21:00:00,DK2,125%,46.478135
2023-07-08T20:00:00,DK1,125%,86.917732
2023-07-08T20:00:00,DK2,125%,48.254222
2023-07-08T19:00:00,DK1,125%,92.139623
2023-07-08T19:00:00,DK2,125%,45.221766
2023-07-08T18:00:00,DK1,125%,87.686765
2023-07-08T18:00:00,DK2,125%,40.241179
2023-07-08T17:00:00,DK1,125%,88.190084
2023-07-08T17:00:00,DK2,125%,39.348856
2023-07-08T16:00:00,DK1,125%,86.581131
2023-07-08T16:00:00,DK2,125%,36.596946
2023-07-08T15:00:00,DK1,125%,126.732915
2023-07-08T15:00:00,DK2,125%,36.7239
2023-07-08T14:00:00,DK1,125%,142.416068
2023-07-08T14:00:00,DK2,125%,38.145849
2023-07-08T13:00:00,DK1,125%,162.918342
2023-07-08T13:00:00,DK2,125%,39.415217
2023-07-08T12:00:00,DK1,125%,154.530283
2023-07-08T12:00:00,DK2,125%,38.19414
2023-07-08T11:00:00,DK1,125%,83.028022
2023-07-08T11:00:00,DK2,125%,39.106148
2023-07-08T10:00:00,DK1,125%,78.454252
2023-07-08T10:00:00,DK2,125%,40.939274
2023-07-08T09:00:00,DK1,125%,83.556849
2023-07-08T09:00:00,DK2,125%,42.344661
2023-07-08T08:00:00,DK1,125%,132.992593
2023-07-08T08:00:00,DK2,125%,43.280124
2023-07-08T07:00:00,DK1,125%,122.817472
2023-07-08T07:00:00,DK2,125%,44.085665
2023-07-08T06:00:00,DK1,125%,125.406119
2023-07-08T06:00:00,DK2,125%,46.156429
2023-07-08T05:00:00,DK1,125%,80.829942
2023-07-08T05:00:00,DK2,125%,47.729306
2023-07-08T04:00:00,DK1,125%,125.827813
2023-07-08T04:00:00,DK2,125%,45.292338
2023-07-08T03:00:00,DK1,125%,127.865689
2023-07-08T03:00:00,DK2,125%,48.581133
2023-07-08T02:00:00,DK1,125%,102.836438
2023-07-08T02:00:00,DK2,125%,47.147681
2023-07-08T01:00:00,DK1,125%,119.490294
2023-07-08T01:00:00,DK2,125%,43.138929
2023-07-08T00:00:00,DK1,125%,80.112528
2023-07-08T00:00:00,DK2,125%,44.182949
2023-07-07T23:00:00,DK1,125%,97.432115
2023-07-07T23:00:00,DK2,125%,52.33916
2023-07-07T22:00:00,DK1,125%,116.511782
2023-07-07T22:00:00,DK2,125%,64.667886
2023-07-07T21:00:00,DK1,125%,166.183127
2023-07-07T21:00:00,DK2,125%,71.172962
2023-07-07T20:00:00,DK1,125%,163.733451
2023-07-07T20:00:00,DK2,125%,72.015175
2023-07-07T19:00:00,DK1,125%,160.849007
2023-07-07T19:00:00,DK2,125%,62.439065
2023-07-07T18:00:00,DK1,125%,139.645724
2023-07-07T18:00:00,DK2,125%,49.36338
2023-07-07T17:00:00,DK1,125%,92.123115
2023-07-07T17:00:00,DK2,125%,44.941226
2023-07-07T16:00:00,DK1,125%,78.409911
2023-07-07T16:00:00,DK2,125%,45.449503
2023-07-07T15:00:00,DK1,125%,55.564204
2023-07-07T15:00:00,DK2,125%,40.6458
2023-07-07T14:00:00,DK1,125%,114.926048
2023-07-07T14:00:00,DK2,125%,39.80962
2023-07-07T13:00:00,DK1,125%,94.447065
2023-07-07T13:00:00,DK2,125%,40.517451
2023-07-07T12:00:00,DK1,125%,71.406614
2023-07-07T12:00:00,DK2,125%,39.554597
2023-07-07T11:00:00,DK1,125%,54.49525
2023-07-07T11:00:00,DK2,125%,40.045374
2023-07-07T10:00:00,DK1,125%,73.425391
2023-07-07T10:00:00,DK2,125%,42.525359
2023-07-07T09:00:00,DK1,125%,98.97549
2023-07-07T09:00:00,DK2,125%,43.058522
2023-07-07T08:00:00,DK1,125%,115.084687
2023-07-07T08:00:00,DK2,125%,41.265102
2023-07-07T07:00:00,DK1,125%,129.891727
2023-07-07T07:00:00,DK2,125%,45.34446
2023-07-07T06:00:00,DK1,125%,110.249518
2023-07-07T06:00:00,DK2,125%,41.635641
2023-07-07T05:00:00,DK1,125%,81.856838
2023-07-07T05:00:00,DK2,125%,44.701125
2023-07-07T04:00:00,DK1,125%,55.38068
2023-07-07T04:00:00,DK2,125%,45.673327
2023-07-07T03:00:00,DK1,125%,61.671449
2023-07-07T03:00:00,DK2,125%,46.441666
2023-07-07T02:00:00,DK1,125%,66.400437
2023-07-07T02:00:00,DK2,125%,47.581741
2023-07-07T01:00:00,DK1,125%,59.944791
2023-07-07T01:00:00,DK2,125%,49.557205
2023-07-07T00:00:00,DK1,125%,51.696607
2023-07-07T00:00:00,DK2,125%,50.307181
2023-07-06T23:00:00,DK1,125%,67.735428
2023-07-06T23:00:00,DK2,125%,55.614402
2023-07-06T22:00:00,DK1,125%,91.132199
2023-07-06T22:00:00,DK2,125%,58.967318
2023-07-06T21:00:00,DK1,125%,89.423208
2023-07-06T21:00:00,DK2,125%,47.176137
2023-07-06T20:00:00,DK1,125%,74.627798
2023-07-06T20:00:00,DK2,125%,35.333638
2023-07-06T19:00:00,DK1,125%,52.783525
2023-07-06T19:00:00,DK2,125%,34.716829
2023-07-06T18:00:00,DK1,125%,48.72912
2023-07-06T18:00:00,DK2,125%,32.220726
2023-07-06T17:00:00,DK1,125%,39.379834
2023-07-06T17:00:00,DK2,125%,29.318267
2023-07-06T16:00:00,DK1,125%,35.992978
2023-07-06T16:00:00,DK2,125%,28.284804
2023-07-06T15:00:00,DK1,125%,29.477329
2023-07-06T15:00:00,DK2,125%,27.153984
2023-07-06T14:00:00,DK1,125%,29.583593
2023-07-06T14:00:00,DK2,125%,25.596782
2023-07-06T13:00:00,DK1,125%,29.725604
2023-07-06T13:00:00,DK2,125%,24.574972
2023-07-06T12:00:00,DK1,125%,31.178314
2023-07-06T12:00:00,DK2,125%,24.321324
2023-07-06T11:00:00,DK1,125%,28.847288
2023-07-06T11:00:00,DK2,125%,24.787707
2023-07-06T10:00:00,DK1,125%,41.524429
2023-07-06T10:00:00,DK2,125%,23.406483
2023-07-06T09:00:00,DK1,125%,32.018483
2023-07-06T09:00:00,DK2,125%,23.194122
2023-07-06T08:00:00,DK1,125%,37.252972
2023-07-06T08:00:00,DK2,125%,23.571119
2023-07-06T07:00:00,DK1,125%,50.567007
2023-07-06T07:00:00,DK2,125%,23.07229
2023-07-06T06:00:00,DK1,125%,46.756668
2023-07-06T06:00:00,DK2,125%,22.718458
2023-07-06T05:00:00,DK1,125%,35.764469
2023-07-06T05:00:00,DK2,125%,24.066506
2023-07-06T04:00:00,DK1,125%,36.007918
2023-07-06T04:00:00,DK2,125%,23.955733
2023-07-06T03:00:00,DK1,125%,39.022853
2023-07-06T03:00:00,DK2,125%,25.509318
2023-07-06T02:00:00,DK1,125%,38.565686
2023-07-06T02:00:00,DK2,125%,26.106656
2023-07-06T01:00:00,DK1,125%,47.713136
2023-07-06T01:00:00,DK2,125%,25.985846
2023-07-06T00:00:00,DK1,125%,54.66859
2023-07-06T00:00:00,DK2,125%,26.020358
2023-07-05T23:00:00,DK1,125%,47.232609
2023-07-05T23:00:00,DK2,125%,26.422305
2023-07-05T22:00:00,DK1,125%,54.883252
2023-07-05T22:00:00,DK2,125%,25.806085
2023-07-05T21:00:00,DK1,125%,91.750363
2023-07-05T21:00:00,DK2,125%,25.634515
2023-07-05T20:00:00,DK1,125%,112.943761
2023-07-05T20:00:00,DK2,125%,26.188674
2023-07-05T19:00:00,DK1,125%,77.893944
2023-07-05T19:00:00,DK2,125%,25.847734
2023-07-05T18:00:00,DK1,125%,111.259944
2023-07-05T18:00:00,DK2,125%,26.703597
2023-07-05T17:00:00,DK1,125%,135.881209
2023-07-05T17:00:00,DK2,125%,73.157407
2023-07-05T16:00:00,DK1,125%,84.379447
2023-07-05T16:00:00,DK2,125%,61.619327
2023-07-05T15:00:00,DK1,125%,109.363088
2023-07-05T15:00:00,DK2,125%,66.093415
2023-07-05T14:00:00,DK1,125%,138.437043
2023-07-05T14:00:00,DK2,125%,69.051376
2023-07-05T13:00:00,DK1,125%,104.022788
2023-07-05T13:00:00,DK2,125%,60.167056
2023-07-05T12:00:00,DK1,125%,81.76045
2023-07-05T12:00:00,DK2,125%,50.272685
2023-07-05T11:00:00,DK1,125%,82.523014
2023-07-05T11:00:00,DK2,125%,37.090721
2023-07-05T10:00:00,DK1,125%,93.138723
2023-07-05T10:00:00,DK2,125%,33.766257
2023-07-05T09:00:00,DK1,125%,79.274827
2023-07-05T09:00:00,DK2,125%,51.635637
2023-07-05T08:00:00,DK1,125%,79.093202
2023-07-05T08:00:00,DK2,125%,68.514712
2023-07-05T07:00:00,DK1,125%,90.749001
2023-07-05T07:00:00,DK2,125%,64.2113
2023-07-05T06:00:00,DK1,125%,85.08296
2023-07-05T06:00:00,DK2,125%,55.193959
2023-07-05T05:00:00,DK1,125%,79.119432
2023-07-05T05:00:00,DK2,125%,46.522629
2023-07-05T04:00:00,DK1,125%,101.414825
2023-07-05T04:00:00,DK2,125%,46.501799
2023-07-05T03:00:00,DK1,125%,122.023613
2023-07-05T03:00:00,DK2,125%,53.196356
2023-07-05T02:00:00,DK1,125%,123.477466
2023-07-05T02:00:00,DK2,125%,47.598969
2023-07-05T01:00:00,DK1,125%,70.152622
2023-07-05T01:00:00,DK2,125%,45.267215
2023-07-05T00:00:00,DK1,125%,55.512158
2023-07-05T00:00:00,DK2,125%,39.365994
2023-07-04T23:00:00,DK1,125%,51.069975
2023-07-04T23:00:00,DK2,125%,33.823038
2023-07-04T22:00:00,DK1,125%,56.548566
2023-07-04T22:00:00,DK2,125%,31.519197
2023-07-04T21:00:00,DK1,125%,56.869479
2023-07-04T21:00:00,DK2,125%,28.940253
2023-07-04T20:00:00,DK1,125%,51.217956
2023-07-04T20:00:00,DK2,125%,27.055527
2023-07-04T19:00:00,DK1,125%,42.844643
2023-07-04T19:00:00,DK2,125%,25.226317
2023-07-04T18:00:00,DK1,125%,32.441395
2023-07-04T18:00:00,DK2,125%,26.184624
2023-07-04T17:00:00,DK1,125%,35.491997
2023-07-04T17:00:00,DK2,125%,24.555011
2023-07-04T16:00:00,DK1,125%,44.509856
2023-07-04T16:00:00,DK2,125%,24.549914
2023-07-04T15:00:00,DK1,125%,46.960197
2023-07-04T15:00:00,DK2,125%,36.7068
2023-07-04T14:00:00,DK1,125%,53.781915
2023-07-04T14:00:00,DK2,125%,51.193275
2023-07-04T13:00:00,DK1,125%,53.027357
2023-07-04T13:00:00,DK2,125%,51.353892
2023-07-04T12:00:00,DK1,125%,52.246502
2023-07-04T12:00:00,DK2,125%,55.862043
2023-07-04T11:00:00,DK1,125%,40.44798
2023-07-04T11:00:00,DK2,125%,29.40476
2023-07-04T10:00:00,DK1,125%,30.365714
2023-07-04T10:00:00,DK2,125%,21.371625
2023-07-04T09:00:00,DK1,125%,47.02225
2023-07-04T09:00:00,DK2,125%,24.278954
2023-07-04T08:00:00,DK1,125%,33.155065
2023-07-04T08:00:00,DK2,125%,25.375431
2023-07-04T07:00:00,DK1,125%,38.925029
2023-07-04T07:00:00,DK2,125%,23.860242
2023-07-04T06:00:00,DK1,125%,61.758494
2023-07-04T06:00:00,DK2,125%,24.082381
2023-07-04T05:00:00,DK1,125%,70.409884
2023-07-04T05:00:00,DK2,125%,25.177466
2023-07-04T04:00:00,DK1,125%,46.585578
2023-07-04T04:00:00,DK2,125%,24.243738
2023-07-04T03:00:00,DK1,125%,46.096429
2023-07-04T03:00:00,DK2,125%,24.583147
2023-07-04T02:00:00,DK1,125%,72.513049
2023-07-04T02:00:00,DK2,125%,24.903517
2023-07-04T01:00:00,DK1,125%,59.065964
2023-07-04T01:00:00,DK2,125%,25.616247
2023-07-04T00:00:00,DK1,125%,88.285003
2023-07-04T00:00:00,DK2,125%,26.890606
2023-07-03T23:00:00,DK1,125%,52.045933
2023-07-03T23:00:00,DK2,125%,26.248593
2023-07-03T22:00:00,DK1,125%,42.039505
2023-07-03T22:00:00,DK2,125%,25.215638
2023-07-03T21:00:00,DK1,125%,61.980973
2023-07-03T21:00:00,DK2,125%,24.911096
2023-07-03T20:00:00,DK1,125%,46.542282
2023-07-03T20:00:00,DK2,125%,24.663754
2023-07-03T19:00:00,DK1,125%,35.415578
2023-07-03T19:00:00,DK2,125%,23.147916
2023-07-03T18:00:00,DK1,125%,27.669584
2023-07-03T18:00:00,DK2,125%,22.582344
2023-07-03T17:00:00,DK1,125%,28.951639
2023-07-03T17:00:00,DK2,125%,23.789294
2023-07-03T16:00:00,DK1,125%,31.802853
2023-07-03T16:00:00,DK2,125%,24.534315
2023-07-03T15:00:00,DK1,125%,46.010929
2023-07-03T15:00:00,DK2,125%,43.423488
2023-07-03T14:00:00,DK1,125%,63.578634
2023-07-03T14:00:00,DK2,125%,34.983102
2023-07-03T13:00:00,DK1,125%,30.000223
2023-07-03T13:00:00,DK2,125%,20.293429
2023-07-03T12:00:00,DK1,125%,32.473513
2023-07-03T12:00:00,DK2,125%,21.506083
2023-07-03T11:00:00,DK1,125%,24.451047
2023-07-03T11:00:00,DK2,125%,20.763518
2023-07-03T10:00:00,DK1,125%,29.438025
2023-07-03T10:00:00,DK2,125%,21.561052
2023-07-03T09:00:00,DK1,125%,29.643119
2023-07-03T09:00:00,DK2,125%,19.825658
2023-07-03T08:00:00,DK1,125%,28.350346
2023-07-03T08:00:00,DK2,125%,22.829751
2023-07-03T07:00:00,DK1,125%,33.872872
2023-07-03T07:00:00,DK2,125%,23.65288
2023-07-03T06:00:00,DK1,125%,39.581645
2023-07-03T06:00:00,DK2,125%,23.691839
2023-07-03T05:00:00,DK1,125%,54.683838
2023-07-03T05:00:00,DK2,125%,26.586649
2023-07-03T04:00:00,DK1,125%,42.382587
2023-07-03T04:00:00,DK2,125%,28.033693
2023-07-03T03:00:00,DK1,125%,40.785691
2023-07-03T03:00:00,DK2,125%,27.019315
2023-07-03T02:00:00,DK1,125%,55.97013
2023-07-03T02:00:00,DK2,125%,25.182557
2023-07-03T01:00:00,DK1,125%,39.613916
2023-07-03T01:00:00,DK2,125%,25.781024
2023-07-03T00:00:00,DK1,125%,36.608674
2023-07-03T00:00:00,DK2,125%,25.000402
2023-07-02T23:00:00,DK1,125%,32.747983
2023-07-02T23:00:00,DK2,125%,23.223603
2023-07-02T22:00:00,DK1,125%,44.09028
2023-07-02T22:00:00,DK2,125%,22.839415
2023-07-02T21:00:00,DK1,125%,39.451024
2023-07-02T21:00:00,DK2,125%,23.22937
2023-07-02T20:00:00,DK1,125%,30.294817
2023-07-02T20:00:00,DK2,125%,22.913325
2023-07-02T19:00:00,DK1,125%,28.885204
2023-07-02T19:00:00,DK2,125%,22.387365
2023-07-02T18:00:00,DK1,125%,67.028214
2023-07-02T18:00:00,DK2,125%,49.256576
2023-07-02T17:00:00,DK1,125%,83.489265
2023-07-02T17:00:00,DK2,125%,66.585443
2023-07-02T16:00:00,DK1,125%,102.287988
2023-07-02T16:00:00,DK2,125%,67.276883
2023-07-02T15:00:00,DK1,125%,107.849723
2023-07-02T15:00:00,DK2,125%,61.823343
2023-07-02T14:00:00,DK1,125%,113.567949
2023-07-02T14:00:00,DK2,125%,58.357255
2023-07-02T13:00:00,DK1,125%,98.393348
2023-07-02T13:00:00,DK2,125%,56.338516
2023-07-02T12:00:00,DK1,125%,112.778412
2023-07-02T12:00:00,DK2,125%,54.627681
2023-07-02T11:00:00,DK1,125%,116.68874
2023-07-02T11:00:00,DK2,125%,57.601318
2023-07-02T10:00:00,DK1,125%,95.828329
2023-07-02T10:00:00,DK2,125%,65.587424
